Part,Source Plate Name,Source Well,Destination ID,Destination Plate Name,Destination Well,Volume
Lr_000001-Pr_000164,Plate_0000001,D4,0,PCR_0000043,A1,250
Lr_000001-Pr_000165,Plate_0000001,D3,0,PCR_0000043,A1,250
Lr_000001-Pd_000001,Plate_0000001,D5,0,PCR_0000043,A1,200
Lr_000001-Pr_000164,Plate_0000001,D4,0,PCR_0000043,B1,250
Lr_000001-Pr_000165,Plate_0000001,D3,0,PCR_0000043,B1,250
Lr_000001-Pd_000001,Plate_0000001,D5,0,PCR_0000043,B1,200
Part_000002-Pr_000003,Plate_0000001,A4,0,PCR_0000043,C1,2500
Part_000002-Pr_000004,Plate_0000006,A4,0,PCR_0000043,C1,250
Part_000002-Pd_000002,Plate_0000001,D7,0,PCR_0000043,C1,400
Part_000002-Pr_000003,Plate_0000001,A4,0,PCR_0000043,D1,2500
Part_000002-Pr_000004,Plate_0000006,A4,0,PCR_0000043,D1,250
Part_000002-Pd_000002,Plate_0000001,D7,0,PCR_0000043,D1,400
Part_000002-Pr_000003,Plate_0000001,A4,0,PCR_0000043,E1,2500
Part_000002-Pr_000004,Plate_0000006,A4,0,PCR_0000043,E1,250
Part_000002-Pd_000002,Plate_0000001,D7,0,PCR_0000043,E1,400
